z05	b10btot	b10b11	b10b12	b10b21	b10b26	b10b11_p	b10b12_p	b10b21_p	b10b26_p	b16btot	b16b11	b16b12	b16b21	b16b26	b16b11_p	b16b12_p	b16b21_p	b16b26_p
2768	4813	4164	682	3985	860	86.52	14.17	82.80	17.87	4840	4005	863	3843	1034	82.75	17.83	79.40	21.36
2769.1	5602	4677	994	4390	1247	83.49	17.74	78.36	22.26	5650	4530	1172	4247	1444	80.18	20.74	75.17	25.56
2769.2	5844	4274	1602	4121	1743	73.13	27.41	70.52	29.83	5905	4060	1871	3959	1960	68.76	31.69	67.04	33.19
2770.1	7410	6062	1404	5827	1644	81.81	18.95	78.64	22.19	7676	6184	1552	5868	1857	80.56	20.22	76.45	24.19
2770.2	4842	3846	1027	3672	1200	79.43	21.21	75.84	24.78	4796	3666	1163	3482	1340	76.44	24.25	72.60	27.94
2770.3	5084	4295	810	3978	1119	84.48	15.93	78.25	22.01	5155	4189	979	3912	1253	81.26	18.99	75.89	24.31
2771.1	5250	4369	950	3935	1369	83.22	18.10	74.95	26.08	5559	4409	1192	3980	1605	79.31	21.44	71.60	28.87
2771.2	5476	4439	1064	4051	1448	81.06	19.43	73.98	26.44	5951	4549	1413	4181	1784	76.44	23.74	70.26	29.98
2773.1	6683	5560	1160	5101	1610	83.20	17.36	76.33	24.09	6966	5448	1548	5063	1936	78.21	22.22	72.68	27.79
2773.2	6276	5111	1186	4724	1573	81.44	18.90	75.27	25.06	6417	4930	1506	4574	1861	76.83	23.47	71.28	29.00
2773.3	5691	4659	1044	4295	1406	81.87	18.34	75.47	24.71	5616	4451	1178	4084	1548	79.26	20.98	72.72	27.56
2775.1	4807	4113	710	3854	970	85.56	14.77	80.17	20.18	4931	4091	854	3814	1127	82.96	17.32	77.35	22.86
2775.2	4808	4101	746	3759	1089	85.30	15.52	78.18	22.65	5068	4148	954	3802	1295	81.85	18.82	75.02	25.55
2787	5202	4005	1260	3960	1328	76.99	24.22	76.12	25.53	5505	4078	1492	4035	1538	74.08	27.10	73.30	27.94
2791	5571	5133	584	4986	810	92.14	10.48	89.50	14.54	5554	4982	732	4852	886	89.70	13.18	87.36	15.95
2793	8142	6868	1448	6667	1693	84.35	17.78	81.88	20.79	8376	6760	1783	6548	2017	80.71	21.29	78.18	24.08
2821	6287	5681	758	5427	1031	90.36	12.06	86.32	16.40	6478	5752	889	5464	1193	88.79	13.72	84.35	18.42
2823	7035	6279	885	6058	1115	89.25	12.58	86.11	15.85	7111	6244	995	5984	1247	87.81	13.99	84.15	17.54
2824	6000	4273	1753	4289	1744	71.22	29.22	71.48	29.07	6263	4226	2055	4234	2057	67.48	32.81	67.60	32.84
2825	4994	3790	1259	3581	1473	75.89	25.21	71.71	29.50	5026	3662	1421	3419	1665	72.86	28.27	68.03	33.13
2828	6803	5287	1559	5266	1602	77.72	22.92	77.41	23.55	7114	5319	1861	5324	1843	74.77	26.16	74.84	25.91
2829.1	7331	4938	2451	4984	2427	67.36	33.43	67.99	33.11	7524	4940	2629	4897	2695	65.66	34.94	65.09	35.82
2829.2	6533	5450	1171	5144	1486	83.42	17.92	78.74	22.75	6737	5441	1365	5140	1674	80.76	20.26	76.30	24.85
2831.1	6645	4559	2105	4468	2202	68.61	31.68	67.24	33.14	6913	4600	2337	4523	2407	66.54	33.81	65.43	34.82
2831.2	4762	3214	1562	3203	1569	67.49	32.80	67.26	32.95	4758	3043	1729	3091	1684	63.96	36.34	64.96	35.39
2831.3	4026	1931	2124	2167	1892	47.96	52.76	53.83	46.99	4387	1975	2428	2249	2160	45.02	55.35	51.27	49.24
2846	5702	4767	1011	4635	1157	83.60	17.73	81.29	20.29	5911	4809	1166	4747	1253	81.36	19.73	80.31	21.20
2852	6249	5503	891	5325	1109	88.06	14.26	85.21	17.75	6534	5608	1073	5434	1299	85.83	16.42	83.16	19.88
2856	6890	6274	786	6086	1015	91.06	11.41	88.33	14.73	7131	6367	928	6169	1154	89.29	13.01	86.51	16.18
2861	6197	5193	1072	5033	1238	83.80	17.30	81.22	19.98	6647	5493	1209	5344	1365	82.64	18.19	80.40	20.54
2869	5509	4883	732	4760	861	88.64	13.29	86.40	15.63	5559	4793	881	4678	990	86.22	15.85	84.15	17.81
2886	5734	4911	933	4740	1147	85.65	16.27	82.66	20.00	5866	4900	1082	4696	1308	83.53	18.45	80.05	22.30
2893	5212	4790	537	4621	780	91.90	10.30	88.66	14.97	5175	4732	568	4535	833	91.44	10.98	87.63	16.10
2895	4848	3862	1062	3821	1155	79.66	21.91	78.82	23.82	4874	3862	1104	3761	1223	79.24	22.65	77.16	25.09
2904	6309	5428	1037	5203	1349	86.04	16.44	82.47	21.38	6535	5381	1332	5137	1597	82.34	20.38	78.61	24.44
2920	7944	6645	1455	6259	1890	83.65	18.32	78.79	23.79	8636	6945	1859	6471	2350	80.42	21.53	74.93	27.21
2932	6618	5719	1049	5365	1421	86.42	15.85	81.07	21.47	7397	6146	1375	5761	1787	83.09	18.59	77.88	24.16
2937.1	5158	3093	2084	3058	2125	59.97	40.40	59.29	41.20	5343	3058	2307	2998	2363	57.23	43.18	56.11	44.23
2937.2	5079	3438	1661	3298	1814	67.69	32.70	64.93	35.72	5128	3182	1969	3047	2113	62.05	38.40	59.42	41.21
2939.1	5636	4544	1135	4223	1445	80.62	20.14	74.93	25.64	5570	4476	1129	4144	1458	80.36	20.27	74.40	26.18
2939.2	4783	4096	735	3793	1055	85.64	15.37	79.30	22.06	4849	4074	824	3748	1148	84.02	16.99	77.29	23.67
2939.3	4389	2812	1598	2746	1679	64.07	36.41	62.57	38.25	4661	2982	1702	2879	1817	63.98	36.52	61.77	38.98
2939.4	5239	3154	2089	3157	2089	60.20	39.87	60.26	39.87	5423	3087	2338	3087	2342	56.92	43.11	56.92	43.19
2939.5	5718	4098	1651	3833	1927	71.67	28.87	67.03	33.70	5790	4073	1751	3660	2152	70.35	30.24	63.21	37.17
2939.6	4464	3230	1265	3016	1474	72.36	28.34	67.56	33.02	4662	3257	1428	3020	1657	69.86	30.63	64.78	35.54
2939.7	4395	3528	890	3288	1124	80.27	20.25	74.81	25.57	4354	3361	1010	3137	1227	77.19	23.20	72.05	28.18
2952	5239	4738	649	4466	1035	90.44	12.39	85.25	19.76	5400	4740	828	4453	1186	87.78	15.33	82.46	21.96
2964	5003	4090	1053	3687	1466	81.75	21.05	73.70	29.30	5326	4067	1380	3680	1776	76.36	25.91	69.10	33.35
3001.1	5326	4498	875	4281	1120	84.45	16.43	80.38	21.03	5387	4404	1026	4200	1248	81.75	19.05	77.97	23.17
3001.2	4471	3486	1022	3334	1184	77.97	22.86	74.57	26.48	4605	3489	1156	3359	1304	75.77	25.10	72.94	28.32
3001.3	5498	4461	1130	4375	1254	81.14	20.55	79.57	22.81	5704	4447	1350	4393	1448	77.96	23.67	77.02	25.39
3006	7618	6970	851	6844	1057	91.49	11.17	89.84	13.88	7393	6694	895	6568	1135	90.55	12.11	88.84	15.35
3022	4843	4081	893	3987	1037	84.27	18.44	82.33	21.41	4849	3993	995	3945	1086	82.35	20.52	81.36	22.40
3023	6812	6217	787	5822	1260	91.27	11.55	85.47	18.50	6995	6243	950	5861	1397	89.25	13.58	83.79	19.97
3024	7391	6716	874	6453	1231	90.87	11.83	87.31	16.66	7736	6919	1010	6576	1471	89.44	13.06	85.01	19.01
3032	6950	5950	1170	5642	1590	85.61	16.83	81.18	22.88	7143	5985	1368	5653	1735	83.79	19.15	79.14	24.29
3037	6101	5248	1204	5002	1588	86.02	19.73	81.99	26.03	6080	5014	1362	4765	1723	82.47	22.40	78.37	28.34
3101	5749	4788	1055	4665	1194	83.28	18.35	81.14	20.77	5706	4590	1208	4490	1341	80.44	21.17	78.69	23.50
3102	4893	4624	399	4556	568	94.50	8.15	93.11	11.61	4647	4416	374	4343	528	95.03	8.05	93.46	11.36
3103	5842	5505	475	5413	612	94.23	8.13	92.66	10.48	5917	5509	573	5428	707	93.10	9.68	91.74	11.95
3203.11	4588	3338	1291	3244	1402	72.76	28.14	70.71	30.56	4868	3395	1506	3289	1632	69.74	30.94	67.56	33.53
3203.12	5856	4597	1280	4394	1485	78.50	21.86	75.03	25.36	5891	4482	1426	4321	1587	76.08	24.21	73.35	26.94
3203.13	4432	2712	1737	2696	1762	61.19	39.19	60.83	39.76	4721	2727	2005	2736	2007	57.76	42.47	57.95	42.51
3203.14	4138	2586	1563	2554	1590	62.49	37.77	61.72	38.42	4324	2699	1637	2635	1697	62.42	37.86	60.94	39.25
3203.21	4326	2889	1451	2683	1662	66.78	33.54	62.02	38.42	4332	2901	1445	2679	1665	66.97	33.36	61.84	38.43
3203.22	4139	2832	1322	2558	1597	68.42	31.94	61.80	38.58	4155	2756	1417	2451	1719	66.33	34.10	58.99	41.37
3203.23	4758	3301	1462	2989	1778	69.38	30.73	62.82	37.37	4793	3261	1545	2992	1805	68.04	32.23	62.42	37.66
3203.24	7788	5481	2335	5174	2649	70.38	29.98	66.44	34.01	7936	5381	2600	5186	2789	67.80	32.76	65.35	35.14
3203.25	5847	4957	940	4670	1230	84.78	16.08	79.87	21.04	5834	4894	993	4620	1270	83.89	17.02	79.19	21.77
3203.31	4326	3413	955	3174	1183	78.90	22.08	73.37	27.35	4554	3441	1149	3224	1370	75.56	25.23	70.79	30.08
3203.32	5368	3292	2079	3093	2282	61.33	38.73	57.62	42.51	5437	3187	2251	2994	2445	58.62	41.40	55.07	44.97
3203.33	6834	4526	2321	4124	2722	66.23	33.96	60.35	39.83	6962	4298	2678	3980	2988	61.74	38.47	57.17	42.92
3203.34	5275	4275	1032	3910	1409	81.04	19.56	74.12	26.71	5253	4126	1157	3714	1566	78.55	22.03	70.70	29.81
3203.35	5325	4219	1149	3879	1500	79.23	21.58	72.85	28.17	5622	4211	1449	3875	1784	74.90	25.77	68.93	31.73
3204.1	4136	3497	681	3346	828	84.55	16.47	80.90	20.02	4226	3430	841	3287	994	81.16	19.90	77.78	23.52
3204.2	4739	3452	1336	3275	1508	72.84	28.19	69.11	31.82	4867	3411	1495	3243	1670	70.08	30.72	66.63	34.31
3213	8927	6954	2048	6951	2047	77.90	22.94	77.86	22.93	8779	6657	2184	6589	2255	75.83	24.88	75.05	25.69
3214	6709	6192	676	5985	948	92.29	10.08	89.21	14.13	6845	6283	738	6012	1045	91.79	10.78	87.83	15.27
3215	8061	4340	3731	4595	3474	53.84	46.28	57.00	43.10	8355	4264	4099	4485	3875	51.04	49.06	53.68	46.38
3216	7784	5599	2270	5581	2329	71.93	29.16	71.70	29.92	8004	5618	2473	5492	2627	70.19	30.90	68.62	32.82
3217	5430	4526	1005	4381	1170	83.35	18.51	80.68	21.55	5759	4709	1158	4544	1315	81.77	20.11	78.90	22.83
3231.1	4749	2951	1828	3057	1721	62.14	38.49	64.37	36.24	5142	3129	2054	3156	2017	60.85	39.95	61.38	39.23
3232	8534	6318	2339	6316	2325	74.03	27.41	74.01	27.24	8814	6523	2384	6412	2521	74.01	27.05	72.75	28.60
3233.1	7961	6048	2039	5904	2193	75.97	25.61	74.16	27.55	8505	6300	2340	6097	2530	74.07	27.51	71.69	29.75
3234	5928	4671	1347	4580	1470	78.80	22.72	77.26	24.80	6447	4935	1594	4803	1730	76.55	24.72	74.50	26.83
3235.1	4906	3570	1411	3527	1458	72.77	28.76	71.89	29.72	5078	3663	1485	3586	1578	72.13	29.24	70.62	31.08
3236	5635	3135	2563	3390	2334	55.63	45.48	60.16	41.42	5880	3033	2909	3354	2609	51.58	49.47	57.04	44.37
3237.1	4358	3387	1062	3287	1202	77.72	24.37	75.42	27.58	4354	3317	1125	3224	1250	76.18	25.84	74.05	28.71
3238.1	6600	4987	1688	4939	1710	75.56	25.58	74.83	25.91	7044	5267	1839	5181	1923	74.77	26.11	73.55	27.30
3251.1	5757	4324	1546	4385	1510	75.11	26.85	76.17	26.23	5884	4164	1823	4255	1750	70.77	30.98	72.31	29.74
3251.2	7035	5630	1542	5658	1570	80.03	21.92	80.43	22.32	7334	5699	1758	5707	1822	77.71	23.97	77.82	24.84
3254.1	7715	6648	1234	6542	1380	86.17	15.99	84.80	17.89	8122	6750	1549	6656	1693	83.11	19.07	81.95	20.84
3256.1	4726	4037	847	3878	1053	85.42	17.92	82.06	22.28	5097	4236	1026	4060	1244	83.11	20.13	79.65	24.41
3271.1	5490	3327	2180	3223	2285	60.60	39.71	58.71	41.62	5795	3242	2581	3187	2631	55.94	44.54	55.00	45.40
3271.2	5610	4064	1618	3932	1739	72.44	28.84	70.09	31.00	6159	4120	2088	4080	2134	66.89	33.90	66.24	34.65
3273	6920	5811	1235	5622	1492	83.97	17.85	81.24	21.56	6904	5721	1319	5453	1622	82.87	19.10	78.98	23.49
3274	8108	6406	1958	6189	2241	79.01	24.15	76.33	27.64	8777	6517	2496	6340	2743	74.25	28.44	72.23	31.25
3275	4771	3242	1633	3317	1585	67.95	34.23	69.52	33.22	5198	3208	2091	3334	1975	61.72	40.23	64.14	38.00
3276	5129	3897	1337	3836	1463	75.98	26.07	74.79	28.52	5286	3769	1624	3764	1680	71.30	30.72	71.21	31.78
3291	6980	5396	1708	5211	1917	77.31	24.47	74.66	27.46	7394	5559	1927	5366	2154	75.18	26.06	72.57	29.13
3292	5014	3910	1214	4072	1108	77.98	24.21	81.21	22.10	4942	3855	1180	3986	1102	78.00	23.88	80.66	22.30
3293	9026	7597	1578	7649	1578	84.17	17.48	84.74	17.48	9098	7546	1703	7581	1715	82.94	18.72	83.33	18.85
3296	4722	3703	1067	3685	1086	78.42	22.60	78.04	23.00	5163	3933	1283	3895	1325	76.18	24.85	75.44	25.66
3297	4415	3863	648	3744	766	87.50	14.68	84.80	17.35	4695	4016	762	3894	891	85.54	16.23	82.94	18.98
3298	8074	6590	1652	6501	1834	81.62	20.46	80.52	22.71	8220	6722	1673	6577	1885	81.78	20.35	80.01	22.93
3313	6983	5857	1271	5903	1262	83.88	18.20	84.53	18.07	7804	6557	1400	6486	1511	84.02	17.94	83.11	19.36
3315	6648	6056	767	5850	1021	91.10	11.54	88.00	15.36	6901	6087	981	5839	1286	88.20	14.22	84.61	18.63
3332	6813	5791	1149	5729	1276	85.00	16.86	84.09	18.73	7201	6004	1330	5946	1452	83.38	18.47	82.57	20.16
3334	6791	6147	799	5986	1037	90.52	11.77	88.15	15.27	6891	6093	989	5931	1197	88.42	14.35	86.07	17.37
3338.1	4374	3216	1201	3218	1220	73.53	27.46	73.57	27.89	4445	3185	1300	3134	1371	71.65	29.25	70.51	30.84
3339.1	4485	3363	1168	3448	1106	74.98	26.04	76.88	24.66	4795	3575	1275	3551	1304	74.56	26.59	74.06	27.19
3340.1	7718	5907	1849	5556	2189	76.54	23.96	71.99	28.36	7981	6066	1951	5618	2394	76.01	24.45	70.39	30.00
3340.2	6343	5045	1326	4743	1625	79.54	20.90	74.78	25.62	6275	5040	1270	4638	1656	80.32	20.24	73.91	26.39
3340.3	6877	5861	1077	5548	1419	85.23	15.66	80.67	20.63	7172	6070	1164	5636	1614	84.63	16.23	78.58	22.50
3340.4	5015	4423	672	4100	995	88.20	13.40	81.75	19.84	5039	4448	661	4081	1031	88.27	13.12	80.99	20.46
3352	5112	4390	850	4405	853	85.88	16.63	86.17	16.69	5118	4395	834	4336	935	85.87	16.30	84.72	18.27
3358	6808	6239	765	6121	1060	91.64	11.24	89.91	15.57	6444	5868	822	5746	1095	91.06	12.76	89.17	16.99
3374	5875	5171	834	5118	982	88.02	14.20	87.11	16.71	5806	5067	868	4974	1023	87.27	14.95	85.67	17.62
3377	8381	6504	2021	6618	1974	77.60	24.11	78.96	23.55	8322	6304	2169	6377	2158	75.75	26.06	76.63	25.93
3391	6764	6179	698	6101	880	91.35	10.32	90.20	13.01	6728	6021	842	5945	1008	89.49	12.51	88.36	14.98
3392.1	4961	4509	543	4406	705	90.89	10.95	88.81	14.21	4934	4366	670	4277	804	88.49	13.58	86.68	16.30
3401	9200	8186	1250	8029	1531	88.98	13.59	87.27	16.64	8953	7858	1322	7677	1607	87.77	14.77	85.75	17.95
3402.1	4947	3406	1613	3579	1451	68.85	32.61	72.35	29.33	5283	3681	1667	3806	1559	69.68	31.55	72.04	29.51
3402.2	5057	3776	1317	3870	1227	74.67	26.04	76.53	24.26	5071	3715	1385	3774	1339	73.26	27.31	74.42	26.41
3405.1	6918	5122	1857	5335	1696	74.04	26.84	77.12	24.52	7811	5457	2433	5675	2269	69.86	31.15	72.65	29.05
3407	6012	5062	1059	4940	1191	84.20	17.61	82.17	19.81	6419	5203	1322	5078	1465	81.06	20.60	79.11	22.82
3408.1	6308	4291	2070	4367	1979	68.02	32.82	69.23	31.37	6409	4244	2213	4267	2177	66.22	34.53	66.58	33.97
3408.2	6193	4867	1399	4785	1544	78.59	22.59	77.26	24.93	6209	4767	1515	4720	1613	76.78	24.40	76.02	25.98
3421	4041	3180	926	3182	958	78.69	22.92	78.74	23.71	4355	3314	1099	3337	1112	76.10	25.24	76.62	25.53
3424	8470	7799	836	7681	1042	92.08	9.87	90.68	12.30	8667	7876	997	7764	1159	90.87	11.50	89.58	13.37
3425.1	5517	4789	770	4559	1011	86.80	13.96	82.64	18.33	5727	4899	888	4593	1173	85.54	15.51	80.20	20.48
3425.2	6932	4937	2030	4937	2017	71.22	29.28	71.22	29.10	7089	4782	2336	4779	2333	67.46	32.95	67.41	32.91
3425.3	5881	3665	2236	3821	2077	62.32	38.02	64.97	35.32	6018	3556	2483	3720	2318	59.09	41.26	61.81	38.52
3426	4605	4100	591	3985	706	89.03	12.83	86.54	15.33	4742	4171	643	4010	818	87.96	13.56	84.56	17.25
3442	7972	6983	1099	6703	1408	87.59	13.79	84.08	17.66	8169	6975	1298	6671	1621	85.38	15.89	81.66	19.84
3443.1	6556	4988	1620	4957	1668	76.08	24.71	75.61	25.44	7080	5255	1875	5139	1995	74.22	26.48	72.58	28.18
3443.2	7055	5705	1409	5550	1567	80.86	19.97	78.67	22.21	6741	5387	1416	5178	1619	79.91	21.01	76.81	24.02
3443.3	4298	3890	469	3786	605	90.51	10.91	88.09	14.08	4317	3855	530	3733	673	89.30	12.28	86.47	15.59
3444	7640	7137	682	7014	895	93.42	8.93	91.81	11.71	7795	7168	803	6993	1030	91.96	10.30	89.71	13.21
3505	5779	5065	973	4903	1233	87.64	16.84	84.84	21.34	5451	4610	1109	4467	1345	84.57	20.34	81.95	24.67
3506	4971	4026	1178	3896	1398	80.99	23.70	78.37	28.12	4781	3855	1158	3710	1371	80.63	24.22	77.60	28.68
3561	6249	5711	823	5237	1385	91.39	13.17	83.81	22.16	6197	5581	864	5088	1462	90.06	13.94	82.10	23.59
3574	4533	3949	682	3810	868	87.12	15.05	84.05	19.15	4795	3938	957	3838	1083	82.13	19.96	80.04	22.59
3599	5038	4776	395	4694	557	94.80	7.84	93.17	11.06	4628	4297	486	4228	619	92.85	10.50	91.36	13.38
3638	6314	5855	684	5638	995	92.73	10.83	89.29	15.76	6300	5806	730	5565	1044	92.16	11.59	88.33	16.57
3668	6550	5486	1206	5239	1516	83.76	18.41	79.98	23.15	6755	5344	1580	5138	1845	79.11	23.39	76.06	27.31
3721	5224	4537	754	4375	923	86.85	14.43	83.75	17.67	5763	4931	904	4748	1101	85.56	15.69	82.39	19.10
3722	7430	5951	1532	5712	1769	80.09	20.62	76.88	23.81	7935	6157	1829	5881	2110	77.59	23.05	74.11	26.59
3732	5912	4902	1250	4738	1453	82.92	21.14	80.14	24.58	6188	5019	1375	4801	1633	81.11	22.22	77.59	26.39
3746	5956	4793	1355	4526	1718	80.47	22.75	75.99	28.84	5640	4502	1332	4240	1671	79.82	23.62	75.18	29.63
3762	6773	5491	1506	5214	1865	81.07	22.24	76.98	27.54	6502	5299	1413	4993	1813	81.50	21.73	76.79	27.88
3786	7180	5290	2052	5101	2232	73.68	28.58	71.04	31.09	7220	5219	2164	5010	2361	72.29	29.97	69.39	32.70
3787	7022	4465	2707	4226	2983	63.59	38.55	60.18	42.48	6801	4171	2792	3926	3060	61.33	41.05	57.73	44.99
3822	7970	6732	1529	6378	1978	84.47	19.18	80.03	24.82	8468	6722	2076	6363	2496	79.38	24.52	75.14	29.48
3851.1	5550	4073	1558	3861	1817	73.39	28.07	69.57	32.74	5299	3784	1616	3577	1850	71.41	30.50	67.50	34.91
3851.2	5756	4467	1434	4300	1629	77.61	24.91	74.70	28.30	5686	4266	1556	4075	1775	75.03	27.37	71.67	31.22
3871	8174	7075	1412	6880	1684	86.55	17.27	84.17	20.60	7871	6691	1488	6526	1727	85.01	18.90	82.91	21.94
3901.1	5297	4088	1250	3945	1394	77.18	23.60	74.48	26.32	5352	4089	1299	3855	1530	76.40	24.27	72.03	28.59
3901.3	5890	4438	1485	4288	1650	75.35	25.21	72.80	28.01	6197	4626	1610	4419	1827	74.65	25.98	71.31	29.48
3901.5	7790	6956	941	6561	1307	89.29	12.08	84.22	16.78	8003	7092	995	6625	1456	88.62	12.43	82.78	18.19
3901.7	5360	4390	990	4163	1210	81.90	18.47	77.67	22.57	5395	4371	1044	4129	1277	81.02	19.35	76.53	23.67
3901.81	5234	4074	1164	3902	1332	77.84	22.24	74.55	25.45	5162	3872	1295	3722	1441	75.01	25.09	72.10	27.92
3901.82	4118	3508	621	3289	836	85.19	15.08	79.87	20.30	4023	3306	724	3068	962	82.18	18.00	76.26	23.91
3921	4306	3596	857	3406	1116	83.51	19.90	79.10	25.92	4017	3264	942	3090	1148	81.25	23.45	76.92	28.58
3942	7611	6262	1409	5920	1753	82.28	18.51	77.78	23.03	8017	6297	1791	5976	2129	78.55	22.34	74.54	26.56
3946	6113	5479	739	5331	905	89.63	12.09	87.21	14.80	6503	5769	848	5594	999	88.71	13.04	86.02	15.36
3947	6293	5610	762	5435	977	89.15	12.11	86.37	15.53	6806	5924	963	5678	1238	87.04	14.15	83.43	18.19
3953	6213	5669	713	5457	930	91.24	11.48	87.83	14.97	6638	6016	762	5730	1039	90.63	11.48	86.32	15.65
3962	7265	6568	908	6315	1205	90.41	12.50	86.92	16.59	7333	6511	1031	6250	1325	88.79	14.06	85.23	18.07
3982	5609	4815	921	4739	1036	85.84	16.42	84.49	18.47	4927	4370	689	4269	824	88.69	13.98	86.65	16.72
3987	4990	4719	427	4624	603	94.57	8.56	92.67	12.08	4632	4265	525	4187	683	92.08	11.33	90.39	14.75
4001.1	5420	4360	1111	4115	1361	80.44	20.50	75.92	25.11	5837	4616	1276	4372	1509	79.08	21.86	74.90	25.85
4001.2	4930	4266	718	3996	989	86.53	14.56	81.05	20.06	4986	4254	775	3977	1050	85.32	15.54	79.76	21.06
4001.3	4633	3610	1061	3360	1301	77.92	22.90	72.52	28.08	5060	3794	1305	3493	1597	74.98	25.79	69.03	31.56
